stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
85,0.5,1.5,91.83643912500702,,91.82950170797994,91.83643912500702,92.32812716701301,92.32812716701301,92.3328259169939,92.61570974998176,92.63314183300827,right,1.5,1,1,0.30308612604858354,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
86,0.5,1.5,92.64474875002634,,92.63336783298291,92.64474875002634,93.12816220801324,93.12816220801324,93.13231466698926,93.41532137501054,93.54601170797832,left,-1.5,1,1,0.4145215839962475,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
87,0.5,1.5,93.55284883303102,,93.54634050000459,93.55284883303102,94.04483612498734,94.04483612498734,94.04883095802506,94.3329594170209,94.51292775000911,left,-1.5,1,1,0.4574259590008296,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
88,0.5,1.0,94.52024916699156,,94.51323879201664,94.52024916699156,95.01150687498739,95.01150687498739,95.01589516701642,95.2999546250212,95.52948804199696,right,1.0,1,1,0.5121477089705877,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
89,0.5,1.0,95.53699816699373,,95.52974179200828,95.53699816699373,96.02820508298464,96.02820508298464,96.0322021250031,96.3160705830087,96.9130325000151,left,-1.0,0,0,0.883296457992401,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
90,0.5,1.5,96.917740667006,,96.91334949998418,96.917740667006,97.41160558297997,97.41160558297997,97.41554966702824,97.69909295800608,97.76298679201864,right,1.5,0,0,0.34610658296151087,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
91,0.5,2.0,97.77038108301349,,97.7632701669936,97.77038108301349,98.26169745798688,98.26169745798688,98.26549958297983,98.54847916698782,98.82954058301402,right,2.0,1,1,0.5659709590254351,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
92,0.5,2.0,98.8358148750267,,98.82990479201544,98.8358148750267,99.32862987503177,99.32862987503177,99.33380700001726,99.6160699580214,99.74626941699535,left,-2.0,1,1,0.4131797510199249,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
93,0.5,2.0,99.7531906249933,,99.74658450001152,99.7531906249933,100.2450796670164,100.2450796670164,100.24898016703082,100.53306062502088,100.59649195801467,left,-2.0,1,1,0.3413713749614544,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
94,0.5,1.5,100.6035564999911,,100.59679762501037,100.6035564999911,101.0951935420162,101.0951935420162,101.099933666992,101.38401450001402,101.54629916703561,left,-1.5,1,1,0.4435882499674335,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
95,0.5,1.5,101.55283541698009,,101.54659391700989,101.55283541698009,102.04512037499808,102.04512037499808,102.04884808300994,,102.21318754198728,right,1.5,1,1,0.16372904198942706,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
96,0.5,1.5,102.22053920803592,,102.2134635830298,102.22053920803592,102.71181066700956,102.71181066700956,102.71554883301724,103.00009450002108,103.2132482919842,right,1.5,1,1,0.48962220904650167,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
97,0.5,1.0,103.2202603329788,,103.21354662498925,103.2202603329788,103.71186308300821,103.71186308300821,103.71563874999993,103.99947295803577,104.21316766698146,right,1.0,1,1,0.49180370901012793,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
98,0.5,1.0,104.22038912499556,,104.21344279201003,104.22038912499556,104.7119096670067,104.7119096670067,104.7161015830352,104.9999438750092,105.04767350002658,left,-1.0,0,0,0.3216279170010239,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
99,0.5,1.5,105.05433670798084,,105.0479954170296,105.05433670798084,105.54530100000557,105.54530100000557,105.54984462499851,105.83572179201292,105.82981974998256,right,1.5,0,0,0.2753524170257151,538749,001,2025-09-02_09h26.02.815,adaptive staircase experiment ,,2025.1.1,None,2025-09-02 09h26.06.444635 +0530,
