pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trial_2.started,fixation_2.started,line_1.started,line_2.started,line_3.started,line_4.started,fixation_2.stopped,probe_2.started,key_resp_2.started,trial_2.stopped,trials_2.key_resp_2.keys,trials_2.key_resp_2.corr,trials_2.key_resp_2.rt,trials_2.key_resp_2.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.32039504195563495,None,,,,,2,2,10,2,,,,,27.750032375101,,27.74194237519987,27.750032375101,28.741719709010795,28.741719709010795,28.741719709010795,28.741719709010795,28.741719709010795,29.741001500049606,29.741001500049606,30.06816591718234,c,1,0.32039504195563495,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-150,z,11,3,2,z,1,0.32127683400176466,None,,,,,2,3,11,3,,,,,30.077160875080153,,30.068673000205308,30.077160875080153,31.05839070910588,31.05839070910588,31.05839070910588,31.05839070910588,31.072696375194937,32.05822325008921,32.05822325008921,32.38515591714531,z,1,0.32127683400176466,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-50,x,12,0,3,x,1,0.6358384171035141,None,,,,,3,0,12,0,,,,,32.39450391707942,,32.385671792086214,32.39450391707942,33.38371800002642,33.38371800002642,33.38371800002642,33.38371800002642,33.39029900007881,34.38346120901406,34.38346120901406,35.02578450017609,x,1,0.6358384171035141,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
150,v,13,1,3,v,1,0.26134424982592463,None,,,,,3,1,13,1,,,,,35.036802750080824,,35.02709041698836,35.036802750080824,36.025448417058215,36.025448417058215,36.025448417058215,36.025448417058215,36.03357995906845,37.025002459064126,37.025002459064126,37.292187709128484,v,1,0.26134424982592463,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
50,c,14,2,3,c,1,0.5194901248905808,None,,,,,3,2,14,2,,,,,37.3193912091665,,37.29272379213944,37.3193912091665,38.29128545918502,38.29128545918502,38.29128545918502,38.29128545918502,38.31769029214047,39.29089108412154,39.29089108412154,39.81876908405684,c,1,0.5194901248905808,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-150,z,15,3,3,z,1,0.32227616710588336,None,,,,,3,3,15,3,,,,,39.82791137509048,,39.81930283410475,39.82791137509048,40.81706537515856,40.81706537515856,40.81706537515856,40.81706537515856,40.82359899999574,41.817137292120606,41.817137292120606,42.141511416994035,z,1,0.32227616710588336,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-50,x,16,0,4,x,1,0.6984855828341097,None,,,,,4,0,16,0,,,,,42.15023862500675,,42.14209020906128,42.15023862500675,43.14205537503585,43.14205537503585,43.14205537503585,43.14205537503585,43.14205537503585,44.13396520912647,44.13396520912647,44.83586254203692,x,1,0.6984855828341097,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
150,v,17,1,4,v,1,0.5565876250620931,None,,,,,4,1,17,1,,,,,44.84539412520826,,44.83660108409822,44.84539412520826,45.83425537520088,45.83425537520088,45.83425537520088,45.83425537520088,45.84121004212648,46.83397183404304,46.83397183404304,47.39259383408353,v,1,0.5565876250620931,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
50,c,18,2,4,c,1,0.4476438749115914,None,,,,,4,2,18,2,,,,,47.41794000007212,,47.39323500008322,47.41794000007212,48.39148437511176,48.39148437511176,48.39148437511176,48.39148437511176,48.41783179203048,49.39189891703427,49.39189891703427,49.843427542131394,c,1,0.4476438749115914,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-150,z,19,3,4,z,1,0.6548364998307079,None,,,,,4,3,19,3,,,,,49.8541591251269,,49.844002375146374,49.8541591251269,50.84270287514664,50.84270287514664,50.84270287514664,50.84270287514664,50.8509982500691,51.85171037516557,51.85171037516557,52.50886283419095,z,1,0.6548364998307079,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
-50,x,20,0,5,x,1,0.2744484590366483,None,,,,,5,0,20,0,,,,,52.534981542034075,,52.50957370898686,52.534981542034075,53.50830600014888,53.50830600014888,53.50830600014888,53.50830600014888,53.52364029199816,54.508173167007044,54.508173167007044,54.7861076251138,x,1,0.2744484590366483,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
150,v,21,1,5,v,1,0.03414379199966788,None,,,,,5,1,21,1,,,,,54.79539225017652,,54.78680037520826,54.79539225017652,55.78427441720851,55.78427441720851,55.78427441720851,55.78427441720851,55.79090620903298,56.78453029203229,56.78453029203229,56.82530916715041,v,1,0.03414379199966788,None,,,,,,,,,,,,,,,05,001,2025-10-02_17h17.56.270,Motor sequence learning,,2025.1.1,None,2025-10-02 17h18.08.239651 +0530,
